image_level_auroc,image_level_f1_score,image_level_precision,image_level_recall,image_level_threshold,image_level_true_positives,image_level_false_positives,image_level_false_negatives,image_level_true_negatives,pixel_level_auroc,pixel_level_f1_score,pixel_level_aupimo_score,pixel_level_fpr_lower_bound,pixel_level_fpr_upper_bound,pixel_level_aupimo_num_thresholds,pixel_level_canonical_height,pixel_level_canonical_width,pixel_level_aupimo,pixel_level_anomaly_map_min,pixel_level_anomaly_map_max,pixel_level_anomaly_map_range
0.9135297326786688,0.8914728682170542,0.9829059829059829,0.8156028368794326,10.506657600402832,115,2,26,24,0.9783220575668631,0.5910290580149117,0.2929232388134096,1e-05,0.0001,50000,256,256,0.2929232388134096,1.4593114852905273,18.332509994506836,16.87319850921631
