image_level_auroc,image_level_f1_score,image_level_precision,image_level_recall,image_level_threshold,image_level_true_positives,image_level_false_positives,image_level_false_negatives,image_level_true_negatives,pixel_level_auroc,pixel_level_f1_score,pixel_level_aupimo_score,pixel_level_fpr_lower_bound,pixel_level_fpr_upper_bound,pixel_level_aupimo_num_thresholds,pixel_level_canonical_height,pixel_level_canonical_width,pixel_level_aupimo,pixel_level_anomaly_map_min,pixel_level_anomaly_map_max,pixel_level_anomaly_map_range
1.0,0.9618320610687023,0.9264705882352942,1.0,7.370965480804443,63,5,0,15,0.9784658827158099,0.4064883337824939,0.9824304122772136,1e-05,0.0001,50000,256,256,0.9824304122772136,0.605438232421875,27.87773323059082,27.272294998168945
