image_level_auroc,image_level_f1_score,image_level_precision,image_level_recall,image_level_threshold,image_level_true_positives,image_level_false_positives,image_level_false_negatives,image_level_true_negatives,pixel_level_auroc,pixel_level_f1_score,pixel_level_aupimo_score,pixel_level_fpr_lower_bound,pixel_level_fpr_upper_bound,pixel_level_aupimo_num_thresholds,pixel_level_canonical_height,pixel_level_canonical_width,pixel_level_aupimo,pixel_level_anomaly_map_min,pixel_level_anomaly_map_max,pixel_level_anomaly_map_range
0.9868421052631579,0.9516129032258064,0.921875,0.9833333333333333,10.03214168548584,59,5,1,14,0.9192527262271577,0.27305748725801093,0.6415188310834534,1e-05,0.0001,50000,256,256,0.6415188310834534,4.373140811920166,23.82584571838379,19.452704906463623
