image_level_auroc,image_level_f1_score,image_level_precision,image_level_recall,image_level_threshold,image_level_true_positives,image_level_false_positives,image_level_false_negatives,image_level_true_negatives,pixel_level_auroc,pixel_level_f1_score,pixel_level_aupimo_score,pixel_level_fpr_lower_bound,pixel_level_fpr_upper_bound,pixel_level_aupimo_num_thresholds,pixel_level_canonical_height,pixel_level_canonical_width,pixel_level_aupimo,pixel_level_anomaly_map_min,pixel_level_anomaly_map_max,pixel_level_anomaly_map_range
0.9754497751124438,0.9333333333333332,0.9545454545454546,0.9130434782608695,15.063725471496582,84,4,8,54,0.9817350949649172,0.5400815379703258,0.5113623472720245,1e-05,0.0001,50000,256,256,0.5113623472720245,5.556088924407959,31.652503967285156,26.096415042877197
