image_level_auroc,image_level_f1_score,image_level_precision,image_level_recall,image_level_threshold,image_level_true_positives,image_level_false_positives,image_level_false_negatives,image_level_true_negatives,pixel_level_auroc,pixel_level_f1_score,pixel_level_aupimo_score,pixel_level_fpr_lower_bound,pixel_level_fpr_upper_bound,pixel_level_aupimo_num_thresholds,pixel_level_canonical_height,pixel_level_canonical_width,pixel_level_aupimo,pixel_level_anomaly_map_min,pixel_level_anomaly_map_max,pixel_level_anomaly_map_range
0.9854166666666666,0.9156626506024096,0.8837209302325582,0.95,11.465678215026855,38,5,2,55,0.969313276446111,0.5984357340296764,0.42690089714560353,1e-05,0.0001,50000,256,256,0.42690089714560353,3.2265028953552246,21.76899528503418,18.542492389678955
