image_level_auroc,image_level_f1_score,image_level_precision,image_level_recall,image_level_threshold,image_level_true_positives,image_level_false_positives,image_level_false_negatives,image_level_true_negatives,pixel_level_auroc,pixel_level_f1_score,pixel_level_aupimo_score,pixel_level_fpr_lower_bound,pixel_level_fpr_upper_bound,pixel_level_aupimo_num_thresholds,pixel_level_canonical_height,pixel_level_canonical_width,pixel_level_aupimo,pixel_level_anomaly_map_min,pixel_level_anomaly_map_max,pixel_level_anomaly_map_range
0.9598997493734336,0.9158878504672898,0.98,0.8596491228070176,9.984044075012207,49,1,8,20,0.9699594391510995,0.2004407186900566,0.5062761229225405,1e-05,0.0001,50000,256,256,0.5062761229225405,2.9962403774261475,14.348494529724121,11.352254152297974
