image_level_auroc,image_level_f1_score,image_level_precision,image_level_recall,image_level_threshold,image_level_true_positives,image_level_false_positives,image_level_false_negatives,image_level_true_negatives,pixel_level_auroc,pixel_level_f1_score,pixel_level_aupimo_score,pixel_level_fpr_lower_bound,pixel_level_fpr_upper_bound,pixel_level_aupimo_num_thresholds,pixel_level_canonical_height,pixel_level_canonical_width,pixel_level_aupimo,pixel_level_anomaly_map_min,pixel_level_anomaly_map_max,pixel_level_anomaly_map_range
0.9543067226890756,0.9620253164556962,0.9661016949152542,0.957983193277311,7.867314338684082,114,4,5,28,0.9800984012461674,0.3023199324377678,0.2511558412001436,1e-05,0.0001,50000,256,256,0.2511558412001436,1.5624454021453857,26.715316772460938,25.15287137031555
